LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.292, Time: 2.724900 s
         1461196 function calls (1445815 primitive calls) in 3.254 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       52    0.001    0.000    0.001    0.000 twodim_base.py:162(eye)
     6078    0.001    0.000    0.001    0.000 {method 'group' of 're.Match' objects}
      479    0.000    0.000    0.001    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
       15    0.000    0.000    0.001    0.000 core.py:2792(charsAsStr)
1526/1356    0.000    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        2    0.000    0.000    0.001    0.000 __init__.py:299(loads)
     2714    0.001    0.000    0.001    0.000 util.py:185(is_consecutive)
        1    0.000    0.000    0.001    0.001 heapq.py:1(<module>)
       66    0.001    0.000    0.001    0.000 {built-in method builtins.compile}
        2    0.000    0.000    0.001    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.001    0.001 __init__.py:454(StrFormatStyle)
        1    0.000    0.000    0.001    0.001 defchararray.py:1(<module>)
     2905    0.000    0.000    0.001    0.000 _parser.py:249(match)
      285    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
     9045    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.001    0.001 _internal.py:1(<module>)
        2    0.000    0.000    0.001    0.000 decoder.py:343(raw_decode)
       51    0.000    0.000    0.001    0.000 fromnumeric.py:2432(all)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
        1    0.001    0.001    0.001    0.001 {method 'close' of '_io.TextIOWrapper' objects}
       36    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.001    0.001 scimath.py:1(<module>)
       63    0.000    0.000    0.001    0.000 inspect.py:3232(__str__)
        4    0.000    0.000    0.001    0.000 enum.py:1647(convert_class)
        1    0.000    0.000    0.001    0.001 figure.py:181(FigureBase)
       44    0.000    0.000    0.001    0.000 _base.py:51(__init__)
      317    0.001    0.000    0.001    0.000 {method '__exit__' of '_io._IOBase' objects}
     2549    0.000    0.000    0.001    0.000 _parser.py:160(__len__)
      855    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       60    0.000    0.000    0.001    0.000 __init__.py:829(_open_file_or_url)
      8/4    0.000    0.000    0.001    0.000 functools.py:981(__get__)
       33    0.000    0.000    0.001    0.000 contextlib.py:132(__enter__)
     4798    0.001    0.000    0.001    0.000 artist.py:1563(<genexpr>)
       14    0.000    0.000    0.001    0.000 core.py:595(set_parse_action)
     6210    0.001    0.000    0.001    0.000 {method '__contains__' of 'frozenset' objects}
       85    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(copyto)
        1    0.000    0.000    0.001    0.001 ElementTree.py:36(_get_py3_cls)
        1    0.000    0.000    0.001    0.001 layout_engine.py:1(<module>)
        4    0.000    0.000    0.001    0.000 core.py:2973(re_match)
      285    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
      652    0.000    0.000    0.001    0.000 typing.py:1297(__setattr__)
        4    0.000    0.000    0.001    0.000 core.py:2961(re)
       12    0.000    0.000    0.001    0.000 __init__.py:223(define_aliases)
      349    0.000    0.000    0.001    0.000 __init__.py:89(find_spec)
       28    0.000    0.000    0.001    0.000 __init__.py:2081(getLogger)
       79    0.000    0.000    0.001    0.000 core.py:3601(__init__)
     6426    0.001    0.000    0.001    0.000 {method 'isidentifier' of 'str' objects}
       21    0.000    0.000    0.001    0.000 typing.py:1647(__getitem__)
     7497    0.001    0.000    0.001    0.000 inspect.py:2739(name)
       18    0.000    0.000    0.001    0.000 core.py:262(_trim_arity)
       14    0.000    0.000    0.001    0.000 core.py:675(<listcomp>)
        1    0.000    0.000    0.001    0.001 __init__.py:588(matplotlib_fname)
       37    0.000    0.000    0.001    0.000 typing.py:1572(copy_with)
       30    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(linspace)
        8    0.000    0.000    0.001    0.000 typing.py:2857(<dictcomp>)
       30    0.000    0.000    0.001    0.000 pathlib.py:940(glob)
      992    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _text_helpers.py:1(<module>)
       51    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(atleast_2d)
      347    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:920(find_spec)
        1    0.000    0.000    0.001    0.001 struct.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ElementPath.py:1(<module>)
     5355    0.001    0.000    0.001    0.000 {method 'find' of 'str' objects}
       25    0.000    0.000    0.001    0.000 enum.py:482(__prepare__)
        1    0.000    0.000    0.001    0.001 core.py:2697(MaskedArray)
       10    0.000    0.000    0.001    0.000 extras.py:234(__init__)
     10/3    0.000    0.000    0.001    0.000 unicode.py:14(__get__)
      351    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:198(cb)
      150    0.000    0.000    0.001    0.000 font_manager.py:928(_json_decode)
       10    0.000    0.000    0.001    0.000 extras.py:238(getdoc)
       30    0.000    0.000    0.001    0.000 function_base.py:23(linspace)
        1    0.000    0.000    0.000    0.000 helpers.py:692(<dictcomp>)
     1393    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1030(__exit__)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
     1581    0.000    0.000    0.000    0.000 _parser.py:286(tell)
      261    0.000    0.000    0.000    0.000 _parser.py:369(_escape)
     1691    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
       36    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
        1    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:57(_make_fontconfig_parser)
        8    0.000    0.000    0.000    0.000 colors.py:1630(make_norm_from_scale)
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:1327(getLogger)
        1    0.000    0.000    0.000    0.000 TiffTags.py:1(<module>)
      258    0.000    0.000    0.000    0.000 typing.py:159(_type_convert)
        6    0.000    0.000    0.000    0.000 dataclasses.py:413(_create_fn)
     6466    0.000    0.000    0.000    0.000 inspect.py:2751(kind)
        1    0.000    0.000    0.000    0.000 traceback.py:220(extract_stack)
        1    0.000    0.000    0.000    0.000 twodim_base.py:1(<module>)
      850    0.000    0.000    0.000    0.000 colors.py:216(_is_nth_color)
      132    0.000    0.000    0.000    0.000 ast.py:430(visit_Constant)
        1    0.000    0.000    0.000    0.000 traceback.py:375(extract)
     5729    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
       64    0.000    0.000    0.000    0.000 inspect.py:2039(_signature_bound_method)
        1    0.000    0.000    0.000    0.000 traceback.py:397(_extract_from_extended_frame_gen)
      105    0.000    0.000    0.000    0.000 __init__.py:331(wrapper)
     12/5    0.000    0.000    0.000    0.000 core.py:4092(streamline)
       51    0.000    0.000    0.000    0.000 linalg.py:136(_commonType)
       64    0.000    0.000    0.000    0.000 core.py:4349(__init__)
       22    0.000    0.000    0.000    0.000 ast.py:33(parse)
      419    0.000    0.000    0.000    0.000 function_base.py:346(iterable)
       36    0.000    0.000    0.000    0.000 traceback.py:316(line)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:1563(__getitem__)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1696(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 ImageFile.py:1(<module>)
       13    0.000    0.000    0.000    0.000 typing.py:702(Optional)
     1393    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1026(__enter__)
     2299    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
       10    0.000    0.000    0.000    0.000 deprecation.py:316(delete_parameter)
        1    0.000    0.000    0.000    0.000 __init__.py:421(PercentStyle)
      727    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        2    0.000    0.000    0.000    0.000 linecache.py:26(getline)
      285    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
   148/39    0.000    0.000    0.000    0.000 core.py:1862(__str__)
        3    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        2    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
       89    0.000    0.000    0.000    0.000 typing.py:1258(__init__)
     1140    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      351    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
      108    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 linecache.py:80(updatecache)
      538    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 unicode.py:80(alphanums)
        1    0.000    0.000    0.000    0.000 markers.py:155(MarkerStyle)
      474    0.000    0.000    0.000    0.000 __init__.py:741(__getitem__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
        3    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
      512    0.000    0.000    0.000    0.000 enum.py:826(__setattr__)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1571(_array_str_implementation)
      770    0.000    0.000    0.000    0.000 inspect.py:755(_is_wrapper)
      221    0.000    0.000    0.000    0.000 _parser.py:82(opengroup)
      210    0.000    0.000    0.000    0.000 _parser.py:224(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:839(_create_)
       50    0.000    0.000    0.000    0.000 core.py:131(get_object_signature)
        1    0.000    0.000    0.000    0.000 _pocketfft.py:1(<module>)
       51    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
       51    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(empty_like)
      540    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
       84    0.000    0.000    0.000    0.000 __init__.py:244(make_alias)
     2546    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 unicode.py:70(alphas)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
       44    0.000    0.000    0.000    0.000 typing.py:845(__init__)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
      317    0.000    0.000    0.000    0.000 function_base.py:469(_add_docstring)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
      243    0.000    0.000    0.000    0.000 inspect.py:2773(__str__)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 artist.py:1416(ArtistInspector)
      708    0.000    0.000    0.000    0.000 typing.py:1245(_is_dunder)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:514(_get_config_or_cache_dir)
       15    0.000    0.000    0.000    0.000 typing.py:1618(__getitem__)
      453    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
       16    0.000    0.000    0.000    0.000 core.py:1526(__or__)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
      210    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 ipaddress.py:2265(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 __init__.py:805(copy)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1564(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
      124    0.000    0.000    0.000    0.000 typing.py:694(<genexpr>)
  220/204    0.000    0.000    0.000    0.000 _compiler.py:434(_get_literal_prefix)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2189(__init__)
     1388    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      349    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
      285    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
       52    0.000    0.000    0.000    0.000 enum.py:939(_get_mixins_)
      568    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
      549    0.000    0.000    0.000    0.000 {built-in method numpy.array}
      200    0.000    0.000    0.000    0.000 pyplot.py:164(_copy_docstring_and_deprecators)
        1    0.000    0.000    0.000    0.000 ExifTags.py:295(<dictcomp>)
       26    0.000    0.000    0.000    0.000 core.py:6832(__init__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:528(_init_fn)
      306    0.000    0.000    0.000    0.000 results.py:136(__new__)
       51    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
       37    0.000    0.000    0.000    0.000 transforms.py:1324(__init_subclass__)
     5230    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
      157    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
     1289    0.000    0.000    0.000    0.000 __init__.py:670(_set)
       28    0.000    0.000    0.000    0.000 core.py:5368(__init__)
       14    0.000    0.000    0.000    0.000 typing.py:1632(__getitem_inner__)
       26    0.000    0.000    0.000    0.000 core.py:6837(getdoc)
      791    0.000    0.000    0.000    0.000 __init__.py:690(_get)
      535    0.000    0.000    0.000    0.000 enum.py:745(__delattr__)
       16    0.000    0.000    0.000    0.000 core.py:4084(__init__)
     2455    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _color_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:281(_make_selector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1542(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1814(Parser)
        1    0.000    0.000    0.000    0.000 pathlib.py:349(__init__)
     1127    0.000    0.000    0.000    0.000 _parser.py:109(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:737(_get_scale_docs)
        1    0.000    0.000    0.000    0.000 unicode.py:1(<module>)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1559(__init__)
       24    0.000    0.000    0.000    0.000 core.py:3903(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 pathlib.py:260(compile_pattern)
